dataset,path,emotion_name,emotion_code,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a04Lc.wav,boredom,9,-216.414139,110.395348,2.681669,28.988985,-9.074422,7.009775,-16.416126,-11.045739,-2.102789,2.953615,-4.770957,1.061370,-8.787371,2.843510,-4.638638,-1.914869,1.762798,-1.597907,-3.950823,1.531624,-7.858151,-1.039170,-0.050903,-3.437245,-3.888159,-0.973300,-4.462247,-1.650846,-2.849991,-2.033995,-2.699620,-3.909897,-0.596028,0.159539,1.166551,1.141128,-1.441933,-1.740999,-1.753806,-3.014386,0.342920,0.428876,0.263106,0.279116,0.423562,0.481806,0.549763,0.329267,0.215482,0.314448,0.343552,0.190615,0.110209,0.080396,1.264170,15.430119,11.989748,1.391850,7.786031,16.772942,7.478211,6.367353,2.226066,4.453562,3.422566,9.348970,26.972002,14.509043,3.308477,3.375176,9.248946,14.129707,8.863772,31.834064,112.163208,30.647606,7.849504,8.456209,10.154077,13.608367,11.009835,9.566506,15.438242,6.370987,4.552523,4.042867,2.073705,1.171467,1.079989,2.013855,2.255010,0.648971,0.459324,0.235996,0.608345,0.793239,0.784205,1.630336,1.193193,1.429482,0.770699,0.840669,2.091756,3.234568,3.013756,1.625862,1.491254,0.530857,0.697557,2.081928,1.104605,0.410494,0.457036,0.961438,1.177735,0.202656,0.124473,0.233312,0.180757,0.072493,0.049747,0.078576,0.088242,0.031373,0.024500,0.057716,0.078671,0.034135,0.066141,0.193013,0.085213,0.177539,0.139188,0.097880,0.044129,0.042059,0.021255,0.016960,0.017633,0.011504,0.017153,0.015007,0.018550,0.025966,0.037775,0.062325,0.096035,0.143995,0.146411,0.074496,0.023890,0.013024,0.013900,0.016590,0.020634,0.023206,0.016660,0.011213,0.011202,0.011093,0.009093,0.008176,0.007568,0.006372,0.007906,0.010285,0.006337,0.003116,0.002521,0.003043,0.002346,0.002351,0.002677,0.002104,0.001614,0.000830,0.000526,0.000414,0.000251,0.000106,21.206806,14.624688,18.616674,17.514675,17.268019,19.863579,18.542452,0.000619,-0.020969,-0.093467,-0.113024,0.009643,0.041504
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a04Nc.wav,neutral,1,-191.345001,107.030083,-7.267898,23.875456,-9.078217,3.266936,-6.930878,-9.225899,-11.991113,6.539111,-7.042906,0.552684,-8.439363,7.692657,-5.257061,-6.209531,-1.176559,-2.801107,-4.796666,1.517601,-4.571266,-1.060213,-1.772477,-2.257127,-2.301762,-0.799647,-4.128356,0.669438,-3.537113,-1.237108,-3.287428,-2.795626,-4.044666,-3.361090,-2.240238,-2.273398,-1.327691,-1.448625,-1.011953,-1.561679,0.383749,0.449633,0.497830,0.435029,0.494142,0.480514,0.370161,0.322738,0.294530,0.310681,0.382087,0.354277,0.170857,0.111716,1.342850,12.139007,13.360820,22.779850,8.336170,5.060905,4.953007,8.910644,16.531448,19.435345,11.617814,8.643467,6.195399,6.411084,9.168550,9.825440,15.355773,32.582947,19.741880,12.862196,13.035950,29.155916,49.492752,34.766983,18.974531,27.367580,11.889759,4.955819,7.620400,17.129559,8.766299,4.335979,2.080936,3.564278,6.320888,3.895526,1.648615,1.194572,1.072367,2.085544,1.831645,2.175230,1.655368,1.116080,1.829952,2.260155,1.816373,4.024574,6.793385,4.895505,4.406372,6.776729,7.237610,5.591920,3.197296,1.949333,2.148837,2.517365,1.030204,0.761611,0.922787,0.708391,0.305978,0.178150,0.114997,0.095305,0.080281,0.044583,0.050838,0.033567,0.042771,0.051704,0.047311,0.083787,0.081233,0.108241,0.121231,0.146654,0.203980,0.236646,0.162188,0.101866,0.063010,0.053219,0.040896,0.036719,0.038885,0.038600,0.047295,0.047822,0.078361,0.106608,0.075042,0.054941,0.051696,0.054622,0.050968,0.026776,0.014349,0.019429,0.022041,0.019350,0.026411,0.028416,0.023370,0.021804,0.016698,0.017375,0.029346,0.018271,0.017746,0.017909,0.020727,0.019123,0.020183,0.024430,0.018308,0.008321,0.006521,0.003748,0.003002,0.001626,0.001252,0.000522,0.000224,0.000213,22.304646,14.965365,19.201607,16.727840,17.139877,18.688662,18.109192,-0.016663,-0.018076,-0.027993,-0.027435,-0.000614,-0.002638
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a04Ta.wav,sad,4,-190.683243,107.957512,12.148997,27.806244,-2.638492,17.197329,-9.470957,-4.649555,1.714432,4.168501,2.101032,-3.482301,-0.047985,6.559577,-4.389321,4.079038,-4.657588,6.087668,-6.602034,5.536482,-9.660466,0.448801,-3.035742,-4.380893,-0.967531,-2.696726,-2.369796,-1.312268,-0.011538,-2.602378,-1.769176,-1.083152,-0.339956,-1.382890,-1.435745,-2.132471,-2.231006,-0.674248,-0.806186,-1.875625,0.272261,0.373240,0.332754,0.308327,0.342415,0.510462,0.714097,0.554462,0.473909,0.414525,0.303670,0.228244,0.849622,1.159847,18.494574,114.193993,47.915222,5.795557,15.267952,39.272099,32.366920,9.607815,7.102281,10.789409,11.460625,8.682274,9.017886,7.251518,6.480332,11.842208,10.910967,6.655334,4.621873,9.830353,13.917705,6.585654,4.418320,5.628629,9.293394,7.413593,4.247785,4.108950,3.399919,1.940730,1.266382,1.647175,2.231677,0.759398,0.732118,0.954405,0.882828,0.381832,0.342277,0.417899,0.452252,0.271309,0.237886,0.636690,0.691312,0.318316,0.416183,0.598588,0.834012,0.745864,0.971255,1.285916,1.723789,1.609192,1.321422,0.962449,0.669974,0.674052,0.493579,0.614167,0.418061,0.263246,0.225030,0.136747,0.078747,0.059098,0.052298,0.082819,0.040013,0.024182,0.016222,0.021152,0.020889,0.024531,0.022466,0.030710,0.025048,0.046243,0.075149,0.132853,0.156028,0.066170,0.047574,0.039061,0.037468,0.040389,0.037954,0.030869,0.024396,0.034403,0.042377,0.051660,0.096625,0.110440,0.077774,0.170901,0.110870,0.098159,0.069265,0.094130,0.142692,0.151529,0.209764,0.167406,0.127997,0.081650,0.066960,0.033140,0.023445,0.016727,0.012471,0.008267,0.007122,0.007900,0.009678,0.013948,0.016554,0.013987,0.013681,0.009737,0.005970,0.005153,0.003752,0.003128,0.001836,0.000690,17.889231,13.175200,15.534417,15.774230,16.733023,17.972734,18.662485,-0.020702,-0.037753,-0.084629,-0.058670,-0.030937,0.032576
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a04Wc.wav,angry,5,-206.084137,44.184601,-28.260708,4.115028,-20.781277,2.833478,-18.847813,-7.420358,-19.967440,-4.951850,-4.975411,-10.815738,-5.812952,-0.299591,-14.363775,-5.398761,-7.656104,-3.276717,-5.947539,-0.298084,-2.651354,0.806223,5.309237,11.045082,8.495559,12.002218,3.519133,6.446357,3.609607,3.737591,-0.601343,1.170552,0.998939,2.001984,0.813731,0.262898,-1.907828,0.842512,0.963878,-1.003144,0.496360,0.564749,0.418819,0.312677,0.427891,0.347260,0.233229,0.230705,0.230903,0.240770,0.312636,0.449292,0.013379,0.005751,0.004149,0.006837,0.028826,0.158584,0.565471,0.913430,2.073804,8.140658,9.016869,8.227300,4.340287,1.274705,0.434541,0.204759,0.226816,0.451159,1.173679,2.029510,3.217339,16.127892,35.730778,23.129711,37.653183,18.897327,2.254601,1.846200,3.968974,6.295145,5.418465,5.561358,7.983514,6.342264,1.732118,0.563100,1.634665,5.210788,9.622267,12.914344,21.363384,19.701202,17.529833,10.235740,10.276403,16.115166,3.296607,1.944958,2.459485,3.082027,4.739126,12.817964,15.756479,21.458363,21.746925,7.735933,2.829709,2.483281,3.380831,4.046466,2.705509,5.285300,7.059364,3.228854,2.579556,7.603660,1.878424,0.387546,0.283763,0.256619,0.182766,0.326534,0.186476,0.145724,0.208490,0.139081,0.223773,0.638949,0.299787,0.272815,0.378016,0.744682,0.915478,0.291134,0.186037,0.196423,0.295806,0.345820,0.204099,0.131093,0.223153,0.106177,0.066222,0.134687,0.181577,0.223166,0.195097,0.170551,0.127863,0.196844,0.237314,0.181074,0.162971,0.300504,0.106467,0.079680,0.082601,0.041388,0.072123,0.077116,0.082359,0.095847,0.056540,0.057826,0.042423,0.044640,0.018081,0.014072,0.013966,0.026567,0.026351,0.021617,0.024559,0.019883,0.016784,0.008237,0.004485,0.001737,16.314188,18.909662,20.199333,18.476133,19.481337,19.059381,17.981928,0.008141,-0.026417,-0.011998,-0.009822,0.003007,-0.017550
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a05Aa.wav,fear,6,-162.215286,47.994362,-3.600568,19.293999,-9.938635,-0.809566,-19.440834,-4.377610,-21.627630,-2.206471,-12.947849,-4.098823,-5.409823,-1.453428,-8.249284,-4.903496,-6.234806,-5.368289,-9.398477,0.743133,-5.712184,0.357913,0.480452,4.848605,3.795487,7.229500,6.586416,8.683795,6.210093,7.746583,6.414721,4.478883,2.426814,1.035575,0.071107,1.067606,1.394846,-0.269668,-0.962804,0.427877,0.349840,0.251801,0.329451,0.365844,0.235099,0.144640,0.223748,0.366099,0.376808,0.394065,0.397183,0.416700,0.086843,0.081318,0.064509,0.061532,0.073774,0.345648,2.187140,12.985707,25.845985,30.860729,26.451504,37.391598,29.294231,2.217736,0.771356,2.095860,6.664900,8.956880,17.431099,16.670012,14.136779,8.051579,3.765165,5.707740,10.652699,8.971334,11.194640,6.739639,1.719383,0.845218,2.880485,10.686149,10.422204,3.083987,2.549430,2.648867,2.352685,1.455903,0.651263,0.366802,0.620043,1.924256,2.026204,1.281200,1.818266,1.820840,0.611396,0.226959,0.325239,0.507261,2.784950,11.952393,7.740705,0.963569,0.181254,0.283536,0.415626,0.452059,0.674752,0.770057,0.538000,0.630908,0.292526,0.300358,0.550461,0.620768,0.438553,0.181340,0.213675,0.279677,0.266187,0.235909,0.127078,0.074719,0.166514,0.227229,0.233809,0.164201,0.270584,0.452982,0.409980,0.232509,0.273682,0.253008,0.154388,0.147845,0.129146,0.107405,0.100779,0.119284,0.118829,0.112211,0.161673,0.261713,0.234394,0.188892,0.131027,0.124505,0.127350,0.105270,0.139741,0.115010,0.162675,0.197944,0.194791,0.165191,0.157028,0.200389,0.215457,0.218941,0.203091,0.207429,0.181840,0.176872,0.141098,0.146555,0.118133,0.092294,0.120120,0.107072,0.096193,0.087267,0.074218,0.038662,0.023815,0.017824,0.009026,0.003858,16.782936,18.338177,20.341572,17.317904,17.178812,16.842018,17.540504,0.015706,-0.005595,0.019958,-0.011729,-0.017443,-0.010310
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a05Fc.wav,happy,3,-185.911621,59.111694,1.957912,25.905563,-4.645656,0.253767,-16.083046,-2.712077,-15.952907,3.322271,-11.234231,-4.545081,-3.057094,3.012367,-7.169351,-3.365887,-2.691308,-1.315033,-6.339447,0.983109,-6.236521,-1.984779,-1.087366,1.711771,1.296681,2.077323,1.387594,4.451075,3.593651,4.817742,2.330111,3.343977,2.084533,3.448357,3.633340,2.098506,1.261389,3.144891,1.046173,1.948505,0.331546,0.320897,0.270672,0.307994,0.399767,0.373271,0.342059,0.341904,0.385649,0.385451,0.338086,0.356162,0.241326,0.154659,0.143337,0.200224,1.530355,8.378748,13.500319,22.674017,23.908257,19.798359,39.342674,24.408123,3.265702,2.554262,7.892877,21.152773,14.534672,21.285585,20.605164,10.893058,9.631098,7.366812,5.700881,7.593320,7.711650,7.342108,12.378374,21.088562,16.936623,8.047663,3.857230,2.901775,2.702482,2.357215,0.951343,1.734756,3.832799,4.748620,2.911067,0.596746,0.377471,0.381782,0.524721,0.641078,0.602511,1.784264,3.957535,1.962656,1.228505,1.069040,0.743493,0.546074,0.502124,1.230553,3.246068,1.756226,0.709720,1.930564,1.330342,0.951534,0.883570,1.122787,0.937104,1.166840,0.691014,0.771476,0.237315,0.219430,0.262368,0.110477,0.070120,0.107441,0.147518,0.150368,0.144607,0.114090,0.156173,0.169384,0.286563,0.276054,0.207870,0.251060,0.278489,0.390097,0.148049,0.092136,0.072046,0.078611,0.071782,0.101151,0.140627,0.150658,0.106785,0.176292,0.222038,0.146869,0.207441,0.166174,0.126432,0.186718,0.173662,0.168653,0.154427,0.204590,0.187306,0.270001,0.233420,0.175047,0.194043,0.170722,0.156353,0.125623,0.108066,0.105792,0.098069,0.098025,0.077831,0.104430,0.117222,0.125069,0.172751,0.163859,0.190062,0.147136,0.073568,0.032416,0.017343,0.006859,19.022514,16.812832,19.186689,17.285490,16.942896,16.811918,18.223568,0.002680,-0.016959,-0.004097,0.006727,0.005495,0.007306
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a05Nd.wav,neutral,1,-183.393066,84.777840,5.935804,38.117699,-0.560747,3.254153,-11.298606,-13.624225,-12.043941,4.746516,-7.808887,-3.783407,-3.630394,6.970853,-6.215099,-0.585157,-3.234231,3.536768,-3.923863,2.739451,-6.257058,-0.598542,-3.358203,-3.999307,-2.416128,-0.754083,-3.897336,-1.337086,-2.682895,-2.205949,-5.135843,-0.517473,-3.661893,-2.349586,-1.965209,-2.783214,-3.667275,-2.813223,-0.903981,-1.304867,0.366446,0.371106,0.281770,0.346450,0.381722,0.400455,0.392233,0.318195,0.365718,0.426163,0.349190,0.350870,0.274965,0.370575,0.468905,8.093988,42.730801,35.140305,6.006388,1.489618,8.633439,31.374008,47.301258,25.120119,21.951931,26.653772,28.437908,37.834179,29.565212,25.278858,23.405693,12.987253,5.818819,7.709063,12.191856,27.932995,20.977619,3.510951,4.817935,6.852908,6.693528,7.506968,5.914885,1.582507,1.387668,1.227593,0.488822,0.492509,1.050073,0.439218,0.475878,0.568719,0.258983,0.599939,1.360017,0.501178,0.363258,0.262804,0.400090,1.585878,1.083830,0.576041,0.668896,1.341609,3.667109,1.653468,0.562675,0.708545,1.555290,1.996103,0.838160,0.693309,1.170462,0.943037,0.304558,0.177914,0.233742,0.132991,0.126298,0.138974,0.139397,0.098303,0.072341,0.086822,0.054920,0.120985,0.093026,0.089462,0.128834,0.141423,0.151708,0.218603,0.261002,0.390141,0.464608,0.338006,0.235070,0.206872,0.246456,0.240871,0.316257,0.239180,0.160963,0.155972,0.090620,0.117437,0.106581,0.128428,0.110325,0.102599,0.064338,0.059305,0.066512,0.090631,0.098420,0.099536,0.091777,0.099471,0.134238,0.143349,0.108420,0.118276,0.092655,0.038325,0.037414,0.034402,0.052194,0.047586,0.049821,0.060976,0.063979,0.047165,0.047097,0.071226,0.039200,0.042785,0.032817,0.024426,0.011934,0.003174,19.728340,14.127384,18.363749,16.606382,16.483793,17.962889,19.343760,0.009304,0.011710,-0.027900,0.001247,0.006076,0.014376
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a05Tc.wav,sad,4,-186.434021,89.332352,18.320122,43.010616,-2.504680,12.507146,-8.868291,-6.270604,-4.919597,7.157261,-2.766902,-3.770403,0.080319,5.753425,-2.883675,3.371003,-4.079597,5.838992,-5.126021,5.342386,-3.932662,-2.358495,-0.259704,-3.522919,-4.370159,0.302435,-4.813178,1.107315,-2.416011,-1.172964,-2.640208,-1.123558,-2.177596,-2.876846,-2.288021,-0.570252,-2.099023,-1.327789,-2.547793,-1.203261,0.286151,0.252595,0.334656,0.355409,0.356445,0.422717,0.490466,0.623653,0.577261,0.563328,0.526267,0.417568,1.500914,1.446772,7.187502,102.774879,83.935776,9.733377,4.209364,21.803101,25.320854,26.042048,9.907454,17.332619,15.594721,19.559795,22.395933,19.230831,8.710505,5.344722,9.180966,7.190544,5.054583,5.034469,3.686137,5.585731,5.125389,2.224055,2.131328,1.386618,2.659282,1.798387,0.796657,0.876856,0.650471,0.617277,0.285453,0.368534,0.303346,0.332561,0.279800,0.151276,0.264748,0.225915,0.170801,0.114870,0.100782,0.152950,0.171999,0.176600,0.143998,0.273987,0.258661,0.242464,0.254373,0.368895,0.356844,0.373002,0.358932,0.354831,0.310805,0.354415,0.203129,0.143117,0.102047,0.113417,0.112530,0.084887,0.067864,0.064620,0.060355,0.057486,0.052862,0.045632,0.065239,0.074659,0.099593,0.109860,0.229804,0.173559,0.227297,0.230752,0.225222,0.216113,0.215178,0.279216,0.258973,0.331805,0.377046,0.494386,0.879176,0.954047,0.353098,0.559776,0.522209,0.223579,0.242333,0.212021,0.173095,0.112854,0.085275,0.089369,0.082458,0.097806,0.127146,0.143735,0.163351,0.154003,0.209188,0.211270,0.188062,0.198740,0.179950,0.221050,0.180089,0.175719,0.162393,0.156822,0.113928,0.098941,0.081002,0.050290,0.037430,0.016004,0.013785,0.009549,0.011372,0.007914,0.003672,0.001339,18.524195,12.094620,16.413956,16.004595,15.697997,17.971649,18.182131,0.018109,0.010735,0.023914,-0.053785,0.020269,0.000477
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a05Wa.wav,angry,5,-194.580734,48.200951,-16.143944,22.511805,-13.553516,-2.786294,-14.208362,-10.493256,-16.657820,4.206464,-10.528930,-2.405214,-5.181978,3.570881,-10.119671,0.351651,-3.558677,-3.808775,-4.896017,-1.493015,-7.169259,-2.440769,-5.549517,-1.672473,-3.775622,-1.009595,-2.913969,3.307883,1.632067,2.582074,1.964435,2.858272,3.823014,5.468175,5.557981,5.637842,3.373945,3.512919,3.539237,4.647635,0.241328,0.261309,0.269807,0.274673,0.320520,0.448387,0.473237,0.465808,0.395747,0.427923,0.399768,0.278610,0.246474,0.042552,0.022942,0.026968,0.133396,0.959963,3.282072,6.943496,5.836335,2.467145,1.330840,1.022947,1.080584,3.432497,14.968225,17.625736,11.210918,18.400814,19.557079,8.675917,5.429617,7.822723,16.047354,30.194895,18.903780,2.299089,1.499866,2.439734,8.039846,5.265636,2.026434,2.278128,2.832810,2.248647,1.870540,1.649542,1.527187,1.626414,1.294031,0.473285,0.250786,0.377298,0.725177,1.538854,2.079658,2.129610,1.909875,1.569634,1.105977,0.710222,0.487730,0.397854,0.568010,1.107502,0.902508,1.003602,1.090743,1.969918,3.919766,2.176073,0.820567,0.661590,0.668386,0.666059,0.706113,0.777325,0.385001,0.250258,0.191268,0.173898,0.136888,0.155924,0.153737,0.131098,0.225385,0.153726,0.179152,0.277047,0.229827,0.277591,0.322190,0.350899,0.397138,0.545113,0.591284,0.493603,0.405980,0.168419,0.172479,0.236612,0.277523,0.193931,0.175678,0.223287,0.173198,0.164889,0.193793,0.143561,0.139837,0.166961,0.119754,0.144180,0.116900,0.153469,0.144642,0.081756,0.064291,0.074249,0.037151,0.048960,0.064952,0.077693,0.055629,0.061852,0.068954,0.094056,0.060481,0.050593,0.043246,0.047342,0.047953,0.039171,0.034921,0.017575,0.014446,0.009470,0.005197,0.002766,20.700764,17.196299,19.150129,16.426424,17.407001,17.855450,19.086533,0.006466,-0.006124,-0.011698,-0.015615,-0.009504,0.004926
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a05Wb.wav,angry,5,-187.066452,48.465355,-31.654648,8.890297,-18.008804,-1.319654,-21.512613,-12.152605,-18.077887,0.783062,-7.437047,-5.350636,-5.373577,0.296611,-13.436531,-7.343183,-5.503322,-8.070157,-5.186856,4.042242,2.735229,8.812911,4.302644,9.120630,4.458237,9.593797,3.977652,7.733208,5.649659,4.334776,0.050172,1.217578,0.171067,2.144206,0.468094,-0.101160,0.354612,1.446573,1.091252,-1.341601,0.328555,0.402859,0.442737,0.369828,0.382239,0.382115,0.268593,0.277666,0.315627,0.356702,0.326171,0.333724,0.028136,0.023288,0.019292,0.021739,0.016587,0.058740,0.336939,0.826682,1.873548,4.696954,9.074853,8.487255,4.005909,4.161986,1.128638,0.655467,1.264245,3.398764,6.533367,12.098580,15.411153,10.986156,11.012614,11.776036,8.518112,6.052104,10.382571,22.088469,17.384399,7.784518,5.333852,2.617015,1.297827,1.374616,3.547925,5.377472,5.271570,6.418026,6.194145,4.751773,6.634172,7.587280,6.747235,6.995510,4.653117,4.898005,5.352547,5.793735,11.350889,20.372581,20.049719,9.976727,5.207027,2.915927,3.797046,6.682318,8.349164,7.082176,5.304321,5.334723,5.146397,6.917919,3.360773,2.345459,2.480913,1.669910,0.958569,0.623216,0.227100,0.286867,0.280001,0.256613,0.416283,0.522128,0.145401,0.241388,0.462265,0.347011,0.359332,0.331972,0.745685,0.760285,0.809753,0.754461,0.821056,0.521771,0.449544,0.209188,0.178262,0.158392,0.178538,0.118042,0.234942,0.377489,0.230784,0.169315,0.222729,0.243133,0.347872,0.289003,0.198974,0.347085,0.148743,0.087426,0.070597,0.052906,0.063172,0.062830,0.067799,0.074974,0.061340,0.073746,0.096054,0.112432,0.093252,0.059338,0.031569,0.032035,0.029064,0.029469,0.030002,0.036444,0.042508,0.021964,0.014497,0.009173,0.004777,0.001570,16.079113,16.582745,19.683104,17.839472,18.696630,19.568802,18.023586,0.007840,-0.001948,-0.012078,-0.019279,0.005146,-0.007692
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a07Fa.wav,happy,3,-175.918671,51.287949,6.283238,20.842461,-2.505903,2.909326,-11.908743,-8.039385,-20.675869,-2.176404,-12.121403,-7.176902,-8.686795,6.824496,-11.768594,-2.207589,-4.939680,1.335521,-4.374653,2.106153,-5.550299,4.421076,1.443372,5.435544,6.337041,5.575552,0.512665,5.902541,5.745661,6.226288,5.755527,5.830600,2.023062,3.110860,-1.574465,1.171813,0.553349,0.455777,-0.603478,-1.448167,0.388989,0.456965,0.337453,0.316498,0.182827,0.198812,0.224886,0.286610,0.445774,0.454748,0.385194,0.380199,0.261089,0.106665,0.088470,0.107000,0.697775,5.317571,3.896376,26.469885,55.036301,51.337654,70.414825,74.695518,12.291964,3.710358,2.508771,5.758773,16.051315,26.038418,24.551758,15.357628,11.581166,9.910373,7.703741,4.814665,2.403708,30.014965,9.573779,0.824241,0.868980,4.739120,5.662964,1.211343,0.548481,2.185539,6.423398,0.932767,0.128590,0.140767,0.403315,0.985415,2.480174,4.034361,4.105379,2.471647,0.528273,0.659676,0.667237,0.378664,0.309676,0.619910,1.500197,0.671002,0.356286,0.443634,0.739905,1.473232,2.373595,2.653565,1.279017,1.012293,1.732767,2.160183,2.952497,2.435979,2.201894,0.697182,0.547866,0.273109,0.246960,0.152689,0.127162,0.310347,0.532648,1.667680,1.205718,1.362504,0.979189,1.077890,0.848127,0.613699,0.422158,0.648171,0.778086,0.980278,0.690651,1.019958,0.907003,0.409857,0.426725,0.253023,0.181149,0.168701,0.160042,0.107638,0.185426,0.159172,0.110969,0.133565,0.140933,0.190231,0.292458,0.251602,0.261747,0.236772,0.162093,0.148629,0.130452,0.216676,0.272293,0.308289,0.305121,0.309138,0.237015,0.307235,0.311345,0.345506,0.275456,0.356411,0.489607,0.544405,0.444634,0.648266,0.510110,0.342152,0.202045,0.103649,0.045942,0.019678,19.215006,18.723904,20.296587,17.138477,17.187651,17.389727,19.546272,-0.030674,-0.022063,-0.014195,0.047447,0.005183,-0.006799
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\03a07Fb.wav,happy,3,-180.520432,37.279724,-2.490886,19.724592,-4.901585,-6.594695,-15.602336,-6.339293,-23.297438,-4.818336,-13.156519,-6.661124,-6.282184,1.344097,-13.422978,-2.347955,-6.714079,1.612012,-3.972415,8.227769,-1.665441,4.124426,4.697833,7.627527,7.376107,5.841048,1.853548,10.365456,7.941456,5.493761,4.603029,3.992683,0.927423,0.034786,0.074448,2.105073,1.319407,0.424312,-2.060311,0.316539,0.321082,0.311486,0.330581,0.233982,0.211806,0.201742,0.124405,0.210945,0.276918,0.252326,0.259828,0.311746,0.110832,0.054874,0.048122,0.037506,0.151104,0.655724,0.598227,5.550560,34.570770,45.255730,39.538246,43.219898,40.440453,16.128637,45.713867,11.288264,1.882284,3.342599,8.230121,14.907883,13.279665,7.531482,8.748384,5.977082,9.004360,14.216746,18.998087,11.169737,11.250957,3.353775,0.657992,0.202879,0.643164,2.905529,5.343424,4.346708,2.796300,2.480439,0.616320,0.272096,0.222599,0.185603,0.268268,0.852426,2.134156,2.956610,2.201179,0.826658,0.607243,0.502507,0.312747,0.431106,0.636323,0.776662,1.659041,0.997605,0.717195,0.582755,0.891272,0.801726,1.406503,0.865890,0.870339,1.745281,1.904219,0.873186,0.579058,0.419569,0.453107,0.233403,0.242979,0.409928,0.373351,0.274038,0.235531,0.775625,0.718837,0.633385,0.892295,0.964422,1.268144,0.926044,0.795750,0.890862,0.781154,0.465749,0.348375,0.735506,0.393519,0.391611,0.345812,0.186901,0.151432,0.151598,0.229988,0.241684,0.110356,0.259312,0.541112,0.176851,0.093381,0.221427,0.654137,0.255914,0.177171,0.257373,0.161946,0.111520,0.105272,0.111887,0.130854,0.126982,0.183017,0.111242,0.164435,0.134403,0.117275,0.170499,0.193807,0.307390,0.215487,0.236226,0.216514,0.119379,0.067059,0.023746,0.011872,0.004984,17.431528,22.774179,22.205738,18.951771,18.385344,17.552378,19.637302,-0.003457,0.014680,-0.044713,0.034156,-0.038564,-0.010705
